Year,payoutRatio,debtEquityRatio,netMargin,roic,issuanceOfStock,dividendsPaid,Underlying
2015,0.569834307,10.62449388,0.267898679,,1536000,-25071000,SBSI
2014,0.860125762,10.3047387,0.179019188,,2287000,-17919000,SBSI
2017,0.502790585,1.634575512,0.128857184,3.111217565,150800000,-1450400000,SBUX
2016,0.418071477,1.431305235,0.13218771,2.363363179,160700000,-1178000000,SBUX
2015,0.336766519,1.133808869,0.143894128,4.49329579,191800000,-928600000,SBUX
2014,0.378656738,1.039301973,0.125737181,2.882832662,139700000,-783100000,SBUX
2017,0.251486831,14.28610475,0.273149223,0.019758139,171000000,-592000000,SCHW
2016,0.257278984,15.17539229,0.25314929,0.017172061,144000000,-486000000,SCHW
2015,0.267449896,14.25965,0.229500397,0.016413342,90000000,-387000000,SCHW
2014,0.282361847,13.06733144,0.220718463,0.019356555,189000000,-373000000,SCHW
2017,,1.680335366,-1.487243622,0.0845335,,,SDRL
2016,,1.218674509,-0.060963287,0.40166813,,,SDRL
2015,,1.414471596,-0.154408183,0.551339286,,,SDRL
2014,0.355616989,1.62914789,0.850759034,0.526173285,5000000,-1415000000,SDRL
2017,,,0.063034795,,,,SF
2016,0.047914622,6.332443726,0.031721214,0.028482971,543000,-3906000,SF
2015,0.042302027,4.346639967,0.039602092,0.032285498,660000,-3906000,SF
2014,0.022184736,3.099050489,0.07972518,0.07285594,317000,-3906000,SF
2017,0.377835162,6.222520393,0.198886373,0.09384417,2878000,-35116000,SFNC
2016,0.297136778,6.29734665,0.242932027,0.098400074,4938000,-28767000,SFNC
2015,0.366884514,6.197690638,0.200059186,0.091414231,3529000,-27283000,SFNC
2014,0.430368751,8.393436222,0.157903819,,2023000,-15359000,SFNC
2017,,1.703635697,0.048857068,0.082578504,4785000,,SFUN
2016,,2.313526163,-0.185112032,-0.551095488,1664000,,SFUN
2015,-5.481650768,1.683734185,-0.01708564,-0.112203283,355191000,-82751000,SFUN
2014,0.325333607,1.757088502,0.360255349,0.536939959,12485000,-82380000,SFUN
2017,0.219427102,3.487229393,0.06835105,0.051867306,7599000,-37045000,SIGI
2016,0.212990946,3.803442669,0.069385405,0.045257297,7811000,-33758000,SIGI
2015,0.187217007,3.938648437,0.077801367,0.050044908,10089000,-31052000,SIGI
2014,0.200441383,4.15444823,0.069973718,0.044156715,7283000,-28428000,SIGI
2017,0.339965,0.154928977,0.172758374,1.517412572,2651000,-7382000,SILC
2016,0.556595874,0.206315078,0.130915722,0.644806924,952000,-7312000,SILC
2015,0.44031477,0.240743038,0.199666417,0.459673986,943000,-7274000,SILC
2014,0.491817871,0.215462812,0.193131628,0.432409867,1353000,-7183000,SILC
2017,0.428523781,0.404170824,0.143206777,,380000,-32120000,SIMO
2016,0.20640887,0.368736773,0.199479993,40.11104617,93000,-22899000,SIMO
2015,0.344641583,0.293557582,0.166763079,15.95180723,494000,-20765000,SIMO
2014,0.454809184,0.205307465,0.153693277,70.65789474,514000,-20224000,SIMO
2017,,2.111332469,0.133854909,,,,SKYW
2016,-0.05728219,2.802714844,-0.051770373,,8142000,-9256000,SKYW
2015,0.070108728,2.174371281,0.038059959,0.811501476,11920000,-8260000,SKYW
2014,-0.339281278,2.149170276,-0.007460817,0.238581039,4039000,-8195000,SKYW
2017,-1.845847176,0.94256555,-0.049441524,0.591221683,297000000,-2778000000,SLB
2016,-1.569057499,0.886776377,-0.060661633,0.29261109,415000000,-2647000000,SLB
2015,1.167471042,0.900850335,0.058407329,0.398425197,448000000,-2419000000,SLB
2014,0.361897757,0.762351387,0.11193907,1.17917495,825000000,-1968000000,SLB
2017,0.515165031,11.88283287,0.076430081,0.15858382,15000000,-1155000000,SLF
2016,0.416117784,11.72840734,0.090330032,0.206665491,39000000,-1074000000,SLF
2015,0.403063457,11.76530452,0.118553492,0.185934216,44000000,-921000000,SLF
2014,0.473037907,12.30725248,0.072698339,0.146655092,67000000,-886000000,SLF
2017,0.191679527,8.866434023,0.259780176,0.156048685,24205000,-2981000,SMBC
2016,0.189251078,10.14515028,0.275508879,0.168355939,99000,-2810000,SMBC
2015,0.198785484,10.36390188,0.262800669,0.159681271,332000,-2717000,SMBC
2014,0.230036703,9.991230477,0.269027541,0.109655102,524000,-2319000,SMBC
2017,,0.955030687,-0.189322316,,,,SMHI
2016,,0.853754331,-0.612360645,-0.328753152,,,SMHI
2015,-0.067708907,0.760076258,-0.073871954,-0.137289537,6900000,-1845000,SMHI
2014,0.00832016,0.652877554,0.090719019,,6900000,-400000,SMHI
2017,0.058048794,5.192878465,0.057505955,0.062002045,,-28490000000,SNE
2016,0.345222339,5.811632494,0.009639167,0.040412704,,-25301000000,SNE
2015,0.086277243,5.497211916,0.018232945,0.03593794,3.01708E+11,-12751000000,SNE
2014,-0.104461026,5.567624209,-0.01533372,0.031553423,3.01708E+11,-13160000000,SNE
2017,0.235622963,9.966289508,0.211666824,0.120887992,3440000,-64908000,SNV
2016,0.282283292,9.69900826,0.215649779,0.105678138,5155000,-69663000,SNV
2015,0.290124822,8.97373649,0.21006887,0.094454438,5643000,-65592000,SNV
2014,0.271668485,8.235533,0.187420808,0.103611307,3048000,-53043000,SNV
2017,0.138840467,2.371083266,0.017668562,10.00654448,4236000,-41815000,SNX
2016,0.143539366,1.639600339,0.016708059,30.37787024,7550000,-33724000,SNX
2015,0.10833713,1.469533134,0.015633438,30.36058613,5959000,-22591000,SNX
2014,0.027367053,1.8499847,0.013008622,26.15476722,7600000,-4927000,SNX
2017,0.439886175,0.715591592,0.232957684,1.334721971,319000000,-3710000000,SNY
2016,0.798258654,0.815720888,0.135674772,1.556176288,305000000,-3759000000,SNY
2015,0.861674831,0.759892505,0.122974097,1.576519458,574000000,-3694000000,SNY
2014,0.837357631,0.732786885,0.137191787,1.696908771,681000000,-3676000000,SNY
2017,0.281417112,10.27707454,0.246742537,41.68181818,75000000,-421000000,SPGI
2016,0.180436847,10.59692308,0.372019078,,88000000,-380000000,SPGI
2015,0.314013841,36.18556701,0.217579522,,86000000,-363000000,SPGI
2014,-2.834782609,11.1147541,-0.022767769,,193000000,-326000000,SPGI
2017,0.616580036,8.372130876,0.023624938,9.186550338,,-11625000,SPKE
2016,0.57927167,8.291922189,0.026420485,,13995000,-8367000,SPKE
2015,1.152910737,11.37017111,0.010791477,,129000,-4456000,SPKE
2014,-13.35185185,13.19782885,-0.000167247,,50220000,-721000,SPKE
2017,0.720430046,2.015650276,0.210792663,4.779558129,118966000,-126246000,SSW
2016,-1.457439999,2.238555722,-0.158375906,7.080484843,95978000,-202641000,SSW
2015,0.799163453,2.419913669,0.24344952,4.322304782,95978000,-159346000,SSW
2014,0.859090113,2.378344877,0.183006818,5.638559989,4245000,-112753000,SSW
2017,0.31808183,8.008858965,0.268327234,0.088530401,21000000,-723000000,STI
2016,0.300319489,8.131763122,0.230147059,0.090980049,25000000,-564000000,STI
2015,0.27884118,7.572385089,0.245709928,0.099322022,17000000,-539000000,STI
2014,0.230552424,7.72069952,0.230060952,0.084896419,10000000,-409000000,STI
2017,0.981651376,0.876888349,0.026117168,2.106299213,,-214000000,STM
2016,2.074380165,0.730643612,0.017352646,0.851941748,,-251000000,STM
2015,3.365384615,0.756044905,0.01507902,0.367396594,,-350000000,STM
2014,2.765625,0.790748899,0.017287952,0.611374408,1000000,-354000000,STM
2017,0.572164948,1.044982334,0.028384982,1.119941492,7900000,-55500000,STN
2016,0.353256705,1.168294782,0.042118513,1.202944269,608900000,-46100000,STN
2015,0.245136784,0.769779937,0.065879901,1.54937337,9480000,-38334000,STN
2014,0.204507046,0.804050652,0.079264264,1.781250243,10587000,-33641000,STN
2017,0.352779054,11.30212855,0.194931948,0.01975268,,-768000000,STT
2016,0.337377508,12.28868668,0.210159851,0.014940176,,-723000000,STT
2015,0.330808081,12.175,0.191341322,0.016676069,4000000,-655000000,STT
2014,0.266567755,13.05266691,0.196999221,0.014495096,14000000,-539000000,STT
2017,0.614213198,4.651651652,0.105686695,,113000000,-726000000,STX
2016,0.726683938,5.794721408,0.071673939,,86000000,-561000000,STX
2015,2.931451613,4.155681105,0.022222222,5.655462185,79000000,-727000000,STX
2014,0.381171068,2.262094102,0.126792343,11.67460317,98000000,-664000000,STX
2017,-3.139287442,2.440029966,-0.005598098,,41000,-19473000,SUP
2016,0.443198569,0.362934615,0.056479185,19.86327273,1641000,-18340000,SUP
2015,0.796942867,0.304453604,0.03289255,15.00949153,7265000,-19082000,SUP
2014,2.198227877,0.320961445,0.011809022,4.807304348,7423000,-19351000,SUP
2017,0.026876657,5.20409602,0.200628594,,5841688000,-65500000,SUPV
2016,0.019448579,6.66100473,0.160633152,,3301137000,-25503000,SUPV
2015,0.010955202,12.89175047,0.119967134,,3301137000,-7385000,SUPV
2014,0.022985782,12.58326547,0.092928288,0.905555923,3301137000,-8342000,SUPV
2017,0.212433182,0.124923137,0.276661007,,53800000,-214600000,SWKS
2016,0.201969453,0.0886655,0.302584372,,28100000,-201000000,SWKS
2015,0.154202681,0.177323373,0.244997545,,57000000,-123100000,SWKS
2014,0.090452261,0.174301058,0.199738163,,67800000,-41400000,SWKS
2017,0.181583477,2.117286392,0.23978539,,121000000,-211000000,SYMC
2016,-1.754716981,4.211930026,-0.02637472,1.179640719,95000000,-186000000,SYMC
2015,0.158325161,2.201033732,0.691111111,2.979899497,65000000,-393913000,SYMC
2014,0.464692483,1.229654591,0.221941355,0.309639727,116000000,-408000000,SYMC
2017,0.408760611,2.144596446,0.183436523,10.40689054,33000000,-12038000000,T
2016,0.909139951,2.271579973,0.079225331,,146000000,-11797000000,T
2015,0.76433121,2.274637037,0.090905375,,143000000,-10200000000,T
2014,1.482769326,2.302420973,0.048638323,,39000000,-9552000000,T
2017,0.405059638,17.3299119,0.306368432,0.031660813,9657000000,-4211000000,TD
2016,0.431697086,16.1767519,0.275785524,0.033039352,5965000000,-3808000000,TD
2015,0.43528817,16.53903796,0.266012171,0.033481887,5407000000,-3444000000,TD
2014,0.409979424,17.22996018,0.273764259,0.037806432,4504000000,-3188000000,TD
2017,0.450980392,1.031154837,0.030333069,0.280289331,4000000,-69000000,TDS
2016,1.511627907,1.13296332,0.008341416,,9000000,-65000000,TDS
2015,0.278538813,1.143238003,0.042034549,,13000000,-61000000,TDS
2014,-0.426470588,1.120211304,-0.027151128,,13000000,-58000000,TDS
2017,0.380285375,0.476470746,0.196191871,2.620458554,19170000,-47973000,TECH
2016,0.621993534,0.640874786,0.135143152,1.403082066,5257000,-47325000,TECH
2015,0.45567403,0.284665863,0.209361092,4.96466873,5458000,-47607000,TECH
2014,0.437248805,0.255539091,0.238222118,,9731000,-47107000,TECH
2017,0.21516772,0.591662461,0.120608105,0.365938782,24493000,-55447000,TER
2016,-1.11971166,0.510666013,-0.024766006,0.230108509,20473000,-48619000,TER
2015,0.245610891,0.296516508,0.125933014,0.335740912,19530000,-50713000,TER
2014,0.460490698,0.221041087,0.049320801,0.202334119,21291000,-37425000,TER
2017,-0.071380264,3.778409091,-0.726602636,41.01030928,,-1161000000,TEVA
2016,4.73556231,1.953898442,0.015020773,5.115384615,364000000,-1558000000,TEVA
2015,0.727329975,0.917969635,0.080806025,3.449623029,3679000000,-1155000000,TEVA
2014,0.378396072,0.989362158,0.150700474,17.93574297,514000000,-1156000000,TEVA
2017,0.453477702,2.880172643,0.017328338,15.76330275,,-2471000,TGLS
2016,0.031967213,2.475806807,0.075996013,23.48944526,1204000,-741000,TGLS
2015,-0.067241379,7.500013223,-0.045492262,,1204000,-741000,TGLS
2014,0.077909789,4.422927896,0.048168669,,1821000,-741000,TGLS
2017,,4.160489709,0.035915439,,,,THG
2016,0.518375242,3.976517935,0.031359942,0.041064433,16200000,-80400000,THG
2015,0.223831071,3.845028829,0.065852205,,16600000,-74200000,THG
2014,0.237588652,3.838150492,0.055647644,,12600000,-67000000,THG
2017,0.655498514,0.686552855,0.088757255,2.316326531,54600000,-242600000,TIF
2016,0.490472988,0.686643438,0.111474836,7.925690021,15300000,-218800000,TIF
2015,0.438456564,0.752936731,0.113011279,10.27941176,2000000,-203400000,TIF
2014,0.39487815,0.821805227,0.113932093,16.20727273,42900000,-191200000,TIF
2017,0.409537856,1.336036598,0.067714229,15.29100529,32900000,-83300000,TKR
2016,0.579545455,1.134875361,0.052738033,13.7972973,4300000,-81600000,TKR
2015,0.461293743,1.086825217,0.065661665,29.70731707,4100000,-87000000,TKR
2014,0.528688525,0.896015734,0.055523048,37.03921569,16800000,-90300000,TKR
2017,,,0.34985563,,,,TMK
2016,0.121741645,3.693833905,0.139728295,0.054663526,61329000,-66931000,TMK
2015,0.126918991,3.895317086,0.13996041,0.059550302,35958000,-66899000,TMK
2014,0.119729841,3.315573333,0.149979213,0.058187116,56294000,-65006000,TMK
2017,0.072058563,1.083188007,0.092087646,,66000000,-38587000,TOL
2016,0.100987974,1.300829311,0.073913223,,6986000,-38587000,TOL
2015,0.106251394,1.17900978,0.087064351,1.141223712,39514000,-38587000,TOL
2014,0.113480496,1.177300813,0.086929089,0.915617409,248729000,-38587000,TOL
2017,0.338199513,1.152730467,0.057887712,0.548154933,519000000,-2919000000,TOT
2016,0.450936088,1.311349818,0.04843463,0.352231551,4811000000,-2794000000,TOT
2015,0.559268724,1.395495924,0.035469004,0.435779817,6101000000,-2845000000,TOT
2014,1.721960415,1.508546441,0.020017168,0.982168246,420000000,-7308000000,TOT
2017,0.966289308,1.058281452,0.067602041,,165700000,-384100000,TPR
2016,0.639593909,0.94263633,0.13167569,1.672704817,70400000,-378000000,TPR
2015,0.813246471,0.823660964,0.102520148,0.762119725,29100000,-374500000,TPR
2014,0.923956262,0.874332303,0.096001527,0.98078125,36500000,-371800000,TPR
2017,0.103345196,1.040901113,0.191793164,1.441708229,,-72600000,TRN
2016,0.194121071,1.228582366,0.074886123,3.047939445,,-66700000,TRN
2015,0.081481481,1.323845754,0.124595241,,300000,-64900000,TRN
2014,0.080212327,1.768383457,0.109918963,,600000,-54400000,TRN
2017,0.381809339,3.360667481,0.071136946,0.043301476,173000000,-785000000,TRV
2016,0.251161248,3.316997545,0.109603986,0.061676922,332000000,-757000000,TRV
2015,0.214888049,3.245444529,0.128249114,0.073612831,183000000,-739000000,TRV
2014,0.197453954,3.150346272,0.135865165,0.075492054,195000000,-729000000,TRV
2017,0.526126361,0.332911508,0.352958503,2.686542798,,-1.81513E+11,TSM
2016,0.46902585,0.387366638,0.349931741,2.813743075,,-1.55582E+11,TSM
2015,0.385283649,0.387290048,0.359041889,5.151342551,33900000,-1.16684E+11,TSM
2014,0.305880738,0.462215629,0.333376027,2.666304969,47000000,-77785900000,TSM
2017,0.179819617,1.660848117,0.046366963,32.83673469,154000000,-319000000,TSN
2016,0.122171946,1.326915071,0.047937963,29.58762887,128000000,-216000000,TSN
2015,0.120491803,1.368589413,0.02948783,25.95789474,84000000,-147000000,TSN
2014,0.12037037,1.693138358,0.022990953,15.37634409,2235000000,-104000000,TSN
2017,0.269466273,0.796046197,0.076044728,4.325843731,,-332658000,TSU
2016,0.613396106,1.016328948,0.04805066,,,-460309000,TSU
2015,0.172839619,1.144881302,0.121654985,,,-360447000,TSU
2014,0.540537849,1.110891021,0.079311002,,26199000,-835898000,TSU
2017,0.239627132,2.306317052,0.047992922,0.245341726,2301918000,-1084192000,TV
2016,0.291339349,2.539263454,0.038648955,0.289203309,1720807000,-1084192000,TV
2015,0.09947505,2.082236961,0.123780904,0.331895387,733831000,-1084192000,TV
2014,0.201264362,1.922230378,0.067236842,0.691162003,1064602000,-1084192000,TV
2017,0.272274205,-15.08059772,0.058212815,,3077000,-38789000,TVPT
2016,2.213614744,-8.806514081,0.007153319,,1983000,-37233000,TVPT
2015,2.270450649,-9.051771079,0.007353378,,12639000,-37081000,TVPT
2014,0.105278979,-9.047619048,0.040264245,,445000000,-9106000,TVPT
2017,-0.019436395,2.701017982,-0.040874873,0.058054553,,-1167000,TWI
2016,-0.028746177,2.92506157,-0.029715598,-0.258412304,,-1081000,TWI
2015,-0.014326762,2.458631712,-0.05389702,-0.582142933,145000,-1077000,TWI
2014,-0.013335653,1.770625324,-0.042447826,,141000,-1073000,TWI
2017,0.571428571,0.706684725,0.246106544,2.12056239,483000000,-2104000000,TXN
2016,0.457858136,0.568891435,0.268885565,2.018565401,472000000,-1646000000,TXN
2015,0.483590087,0.631811784,0.229692308,1.871669627,396000000,-1444000000,TXN
2014,0.46898263,0.6719923,0.216251437,1.521044427,554000000,-1323000000,TXN
2017,,3.297870395,0.048466996,,,,UFCS
2016,0.492766111,3.304944133,0.043892987,0.018126378,9922000,-24591000,UFCS
2015,0.243004286,3.426429946,0.0861189,0.038973996,5496000,-21658000,UFCS
2014,0.33278658,3.718152958,0.062785197,0.02435191,2260000,-19680000,UFCS
2017,0.209935048,8.97995582,0.262465812,0.033372057,13867000,-51876000,UMBF
2016,0.308801582,9.53949278,0.183514111,0.02795594,16911000,-49038000,UMBF
2015,0.396018023,9.083067803,0.15128919,0.019881262,11606000,-45967000,UMBF
2014,0.342828727,9.646920045,0.145062838,0.027736809,8966000,-41364000,UMBF
2017,0.26264444,1.821751507,0.052485845,0.490850411,688000000,-2773000000,UNH
2016,0.322217472,2.158671683,0.037962562,0.496524711,429000000,-2261000000,UNH
2015,0.307242388,2.240407922,0.037000261,0.544865773,402000000,-1786000000,UNH
2014,0.242391885,1.61890676,0.043066051,0.510281117,462000000,-1362000000,UNH
2017,0.197143432,5.685511076,0.088085197,0.033105279,10800000,-196000000,UNM
2016,0.196048959,5.906946922,0.084316299,0.033198015,8500000,-182600000,UNM
2015,0.20089955,5.990339224,0.080801021,0.031122685,6400000,-174200000,UNM
2014,0.396418801,6.328201457,0.038206091,0.01523778,12300000,-159400000,UNM
2017,0.564358452,44.373,0.074538499,9.027577938,247000000,-2771000000,UPS
2016,0.77032935,98.63703704,0.056332709,4.311023622,245000000,-2643000000,UPS
2015,0.521263419,14.50202429,0.08299779,3.397430217,249000000,-2525000000,UPS
2014,0.780343008,15.5450724,0.052067592,4.749608764,274000000,-2366000000,UPS
2017,0.182251573,2.306906097,0.142216684,0.240017202,634000,-19489072,UVE
2016,0.19760675,1.855699238,0.145062886,0.25506353,3084000,-19644087,UVE
2015,0.159559849,2.389884405,0.194831523,0.364197071,511000,-16990571,UVE
2014,0.191890818,3.56078553,0.197651621,0.304791764,19073000,-14005727,UVE
2017,0.483036241,6.548986201,0.230093668,0.126412997,74590000,-21299000,UVSP
2016,0.872801846,7.373817569,0.118271615,0.086753234,7440000,-17024000,UVSP
2015,0.550498753,6.963656126,0.191299345,0.107085047,2968000,-15011000,UVSP
2014,0.584589087,6.855524786,0.190117418,0.086651758,2772000,-12996000,UVSP
2017,0.235706822,1.293126239,0.364909031,2.245547074,149000000,-1579000000,V
2016,0.225338007,1.144438316,0.397228484,1.387404844,95000000,-1350000000,V
2015,0.185998736,0.31918102,0.455907781,1.549146758,82000000,-1177000000,V
2014,0.184994483,0.406960201,0.428121556,1.643145161,91000000,-1006000000,V
2017,-1.072463768,3.583180147,-0.050981634,0.555915721,,-518000000,VEON
2016,0.026202749,2.541946309,0.262014631,0.541682243,,-61000000,VEON
2015,-0.093129771,7.95750332,-0.06818655,1.063157895,2000000,-61000000,VEON
2014,-0.109737249,7.404314822,-0.047975678,2.631950574,3000000,-71000000,VEON
2017,21.71282749,7.426749614,0.003834927,0.019403814,735974000,-63814000,VIRT
2016,1.144906004,21.67854029,0.053908885,0.086744321,16677000,-37759000,VIRT
2015,7.0552018,21.68237598,0.029231557,0.150511862,335148000,-147362000,VIRT
2014,0.740051669,14.63827291,0.2946273,0.101668995,3048000,-140652000,VIRT
2017,-0.002673797,21.13028275,-0.34718032,0.016129925,3000000,-8000000,VOYA
2016,-0.024464832,15.43801462,-0.037209832,0.008168028,1000000,-8000000,VOYA
2015,0.022058824,15.03056759,0.046665904,0.012678107,1000000,-9000000,VOYA
2014,0.004400871,12.90515415,0.208748329,0.015505081,1000000,-10100000,VOYA
2017,,,0.086962855,,,,VRTS
2016,0.283988289,1.44696322,0.15036862,0.116508652,491000,-13774000,VRTS
2015,0.45710135,0.54237634,0.091906057,0.180827216,116000,-16047000,VRTS
2014,0.083746162,0.199364023,0.216822977,0.528314213,753000,-8182000,VRTS
2017,2.493620415,1.36184825,0.001228606,0.902187974,4063000,-3127000,VRTU
2016,0.263703829,0.680849523,0.013808748,0.192272704,1479000,-3127000,VRTU
2015,0.069795991,0.741152347,0.074632435,0.529420698,1385000,-3127000,VRTU
2014,0.073670075,0.155653354,0.088616369,0.472963489,2740000,-3127000,VRTU
2017,,-26.10714064,-0.051815175,-2.734844357,244000,,W
2016,,8.594918371,-0.057501272,-1.967876843,209000,,W
2015,,1.863720134,-0.03442087,-0.617326109,495000,,W
2014,-0.26682332,0.818173785,-0.112284687,,282905000,-39516000,W
2017,0.398479647,1.373880434,0.03449676,,217000000,-1625000000,WBA
2016,0.374550683,1.419243641,0.035559987,,235000000,-1563000000,WBA
2015,0.327962085,1.214542627,0.04079502,2.170580964,503000000,-1384000000,WBA
2014,0.620600414,0.810851655,0.025290606,,612000000,-1199000000,WBA
2017,0.402154722,9.302541513,0.251697516,0.05265106,8259000,-102726000,WBS
2016,0.471295389,9.793077991,0.223524536,0.045568399,11762000,-97618000,WBS
2015,0.438018063,9.700887289,0.239981854,0.045464049,3060000,-89675000,WBS
2014,0.390469944,9.308526847,0.251766358,0.045559542,2656000,-77987000,WBS
2017,0.878518519,1.53533952,0.032692401,5.155704698,220000000,-593000000,WDC
2016,1.445843829,1.615169031,0.020792961,2.860228717,235000000,-574000000,WDC
2015,1.917355372,1.94858681,0.01862398,0.744719927,117000000,-464000000,WDC
2014,0.270307167,0.645514698,0.100535273,,212000000,-396000000,WDC
2017,1.609507702,0.321501314,0.118416126,0.893725879,532000,-43777000,WETF
2016,1.669279297,0.240498848,0.119186497,1.505459337,195000,-43660000,WETF
2015,0.55079988,0.248147137,0.267784386,,4520000,-44092632,WETF
2014,0.176655583,0.197878286,0.332228644,,1544000,-10785000,WETF
2017,,9.514984503,0.258359441,,,,WFC
2016,0.411979214,9.794263711,0.259495393,0.054150576,1415000000,-9038000000,WFC
2015,0.385515856,9.258077446,0.273557175,0.060698387,1726000000,-8826000000,WFC
2014,0.353168235,9.018157691,0.277862135,0.065636555,1840000000,-8143000000,WFC
2017,0.067681473,0.570042407,0.146972403,2.288656684,24000000,-5420000000,WIT
2016,0.102880028,0.52050532,0.154241809,1.675305623,24000000,-8734000000,WIT
2015,0.398473197,0.551664761,0.173825228,1.227128172,4000000,-35494000000,WIT
2014,0.337093195,0.466699511,0.184281312,0.957749414,1005000000,-29168000000,WIT
2017,0.07898773,1.376077144,0.162168884,,,-103000000,WLK
2016,0.243107769,1.985811578,0.078605201,,,-97000000,WLK
2015,0.142414861,0.614644515,0.144745687,1.653217057,,-92000000,WLK
2014,0.114448589,0.691085144,0.153673661,,5524000,-77656000,WLK
2017,,6.035067916,0.255945431,0.068651047,,,WSBC
2016,0.436370982,6.298955277,0.26546571,,1713000,-37805000,WSBC
2015,0.408694683,6.548397158,0.266453316,,1713000,-33007000,WSBC
2014,0.359219139,6.988638526,0.274056406,,1918000,-25136000,WSBC
2017,1.038052688,3.383361967,0.147261672,0.211652544,1052000,-26952000,WSBF
2016,0.27091493,3.36002581,0.150694391,0.179147749,3556000,-6917000,WSBF
2015,0.354194327,3.497560789,0.117224254,0.10216214,113000,-5869000,WSBF
2014,0.392946905,2.96098055,0.102080577,0.081747971,49000,-5003000,WSBF
2017,0.157337338,8.744587805,0.2299529,0.108887627,28229000,-40543000,WTFC
2016,0.18643142,9.398343943,0.204984429,0.101769179,168739000,-38568000,WTFC
2015,0.190674263,9.78448415,0.178086627,0.082539992,16119000,-29888000,WTFC
2014,0.164685135,9.231923658,0.190851127,0.094604033,10453000,-24933000,WTFC
2017,,0.085440229,1.677902622,0.00269175,,,WTM
2016,0.013090909,0.779146893,0.302375018,-0.003898928,3700000,-5400000,WTM
2015,0.02016129,1.511448431,0.182879617,0.041558381,3700000,-6000000,WTM
2014,0.019859065,1.480916986,0.220542526,-0.002574095,3700000,-6200000,WTM
2017,1.129105392,1.4292751,0.04075115,0.43316534,1578000,-36854000,WWE
2016,1.080464525,1.506446486,0.046451965,0.70473409,1397000,-36564000,WWE
2015,1.505342942,0.954666845,0.036650232,0.535684192,1066000,-36345000,WWE
2014,-1.202114924,0.858312162,-0.055419999,-0.468575067,970000,-36150000,WWE
2017,0.429293571,12.24185047,0.118480399,3.223542166,62209000,-320760000,WYNN
2016,1.344010745,74.04716712,0.054177991,1.810727791,3487000,-325217000,WYNN
2015,2.555722259,-93.20778003,0.047913544,2.604213772,3026000,-499107000,WYNN
2014,1.288938342,-307.5774002,0.134633721,4.861773198,11859000,-942928000,WYNN
2017,-0.407267692,5.277542955,-0.049469477,-0.005208602,50634000,-228232000,XL
2016,0.50516364,4.157185456,0.041813427,0.027830171,9854000,-222761000,XL
2015,0.17273384,3.85614202,0.125102118,0.044425506,9976000,-208516000,XL
2014,0.900605288,3.349799392,0.028526565,0.030610566,6367000,-169620000,XL
2017,0.689043895,1.169603924,0.201803936,0.569785044,47454000,-353053000,XLNX
2016,0.534193718,0.890440906,0.264974269,0.283035147,68184000,-332542000,XLNX
2015,0.579065364,0.860798496,0.248824124,0.219295902,85765000,-318988000,XLNX
2014,0.472308613,0.875507832,0.272663948,0.291167409,90959000,-306158000,XLNX
2017,0.094292804,0.502875629,0.056410974,2.829931973,5000000,-38000000,YUMC
2016,0.075697211,0.540176693,0.074348341,4.413333333,365000000,-38000000,YUMC
2015,0.117647059,0.633003644,0.046750615,,365000000,-38000000,YUMC
2014,-5.428571429,0.690148305,-0.001009518,,365000000,-38000000,YUMC
2017,0.10524027,1.244669541,0.235119694,,145500000,-193600000,ZBH
2016,0.615887545,1.759714135,0.039810513,,136600000,-188400000,ZBH
2015,1.068707483,1.746700513,0.024508987,8.487983281,105200000,-157100000,ZBH
2014,0.201999167,0.474251515,0.154130914,2.20785546,284700000,-145500000,ZBH
2017,0.217905405,8.239701954,0.22901354,0.058996012,25000000,-129000000,ZION
2016,0.230277186,8.030762565,0.204803493,0.047360787,25000000,-108000000,ZION
2015,0.349514563,7.809072846,0.152066929,0.033916057,22000000,-108000000,ZION
2014,0.241252616,7.829580589,0.175472853,0.059277568,526438000,-96130000,ZION
2017,,0.204630602,0.241933027,0.640597368,,,ZTO
2016,,0.185008098,0.209817517,5.0681673,9603391000,,ZTO
2015,0.086352219,0.467103221,0.21880635,,9603391000,-115000000,ZTO
2014,0.282954339,0.46853993,0.104116435,,500000000,-115000000,ZTO
2017,0.145380733,9.284209848,0.489101561,0.178065137,106245000,-7950000,MBIN
2016,0.187882996,15.25268507,0.406391462,0.159065126,106245000,-6224000,MBIN
2015,0.148751013,15.34907381,0.416765781,0.179258494,3941000,-4222000,MBIN
2017,0.160023213,5.904944713,0.22540796,0.212842177,71877000,-4412000,CBTX
2016,0.161533373,7.252842966,0.241376863,0.207043813,3883000,-4395000,CBTX
2015,0.185904872,7.372104077,0.23016698,0.264766348,160000,-4487000,CBTX
